artist_name,instagram_input,instagram_handle,instagram_url,instagram_followers,facebook_input,facebook_handle,facebook_url,facebook_followers,twitter_input,twitter_handle,twitter_url,twitter_followers
Pamela Fernandez,www.instagram.com/Pamelathesinger,Pamelathesinger,http://www.instagram.com/Pamelathesinger,JSON failed to parse,www.Facebook.com/Pamelafernandez,Pamelafernandez,http://www.facebook.com/Pamelafernandez,No elements matched,@pamelareigns,pamelareigns,http://www.twitter.com/pamelareigns,41
Jeanie Jean,https://www.instagram.com/iamjeaniejean/,iamjeaniejean,http://www.instagram.com/iamjeaniejean,404 Not Found,https://m.facebook.com/Jean-Sings-2064425790469416/,Jean-Sings-2064425790469416,http://www.facebook.com/Jean-Sings-2064425790469416,No elements matched,,"","",
SJ Gwap,www.instagram.com/sj_gwap,sj_gwap,http://www.instagram.com/sj_gwap,404 Not Found,www.facebook.comm/sjgwap,sjgwap,http://www.facebook.com/sjgwap,No elements matched,@sjgwap1,sjgwap1,http://www.twitter.com/sjgwap1,1
Falling From Forever,Www.instagram.com/fallingfromforever,fallingfromforever,http://www.instagram.com/fallingfromforever,404 Not Found,Www.facebook.com/fallingfromforever777,fallingfromforever777,http://www.facebook.com/fallingfromforever777,286,,"","",
Barroom Prophet,,"","",,,"","",,,"","",
Zach Maxwell,www.instagram.com/zachmaxwellmusic,zachmaxwellmusic,http://www.instagram.com/zachmaxwellmusic,3937,www.facebook.com/zachmaxwellmusic,zachmaxwellmusic,http://www.facebook.com/zachmaxwellmusic,6125,NA,NA,http://www.twitter.com/NA,2
Rachie Jenn Farr,https://www.instagram.com/theoriginalrachiejenn/,theoriginalrachiejenn,http://www.instagram.com/theoriginalrachiejenn,JSON failed to parse,https://www.facebook.com/rachiejenn.farr.7,rachiejenn.farr.7,http://www.facebook.com/rachiejenn.farr.7,No elements matched,@RachieCreates,RachieCreates,http://www.twitter.com/RachieCreates,20
Shordyy,https://www.instagram.com/shordyy_2yz/,shordyy_2yz,http://www.instagram.com/shordyy_2yz,404 Not Found,https://www.facebook.com/shordyy2y,shordyy2y,http://www.facebook.com/shordyy2y,No elements matched,https://twitter.com/shordyy2yz,shordyy2yz,http://www.twitter.com/shordyy2yz,227
Matt Ellipsis,,"","",,www.facebook.com/matthew.r.walker.3,matthew.r.walker.3,http://www.facebook.com/matthew.r.walker.3,No elements matched,@m3dots,m3dots,http://www.twitter.com/m3dots,20
Andy Jones,,"","",,,"","",,,"","",
Bay.B.Chef,,"","",,,"","",,,"","",
MightyGoku,MGL#13,MGL#13,http://www.instagram.com/MGL#13,21,,"","",,,"","",
Davo Da Man,@davodaman,davodaman,http://www.instagram.com/davodaman,404 Not Found,David Greene ,"","",,,"","",
Dion cowden,,"","",,,"","",,,"","",
Kobie,,"","",,,"","",,@JakobiGraves,JakobiGraves,http://www.twitter.com/JakobiGraves,39
Heat Stroke,www.instagram.com/heatstrokejams,heatstrokejams,http://www.instagram.com/heatstrokejams,139,https://www.facebook.com/HeatStrokeChicago/,HeatStrokeChicago,http://www.facebook.com/HeatStrokeChicago,107,@HeatStrokeJams,HeatStrokeJams,http://www.twitter.com/HeatStrokeJams,10
Kelsey Volk,,"","",,,"","",,,"","",
SweetSurrender ,Www.instagram.com/kidnowhere,kidnowhere,http://www.instagram.com/kidnowhere,648,,"","",,@kidnowhere,kidnowhere,http://www.twitter.com/kidnowhere,101
Azaw,,"","",,,"","",,,"","",
Jak Starzin,www.Instagram.com/officialjakstarzin,officialjakstarzin,http://www.instagram.com/officialjakstarzin,2152,,"","",,@jakstarzin,jakstarzin,http://www.twitter.com/jakstarzin,51
Aiden Sherrill,www.instagram.com/rockin4reason,rockin4reason,http://www.instagram.com/rockin4reason,557,,"","",,,"","",
Fames World ,@famesworld ,"","",,,"","",,,"","",
Keith Beck's Zigman Bird,,"","",,https://www.facebook.com/zigmanbird,zigmanbird,http://www.facebook.com/zigmanbird,244,,"","",
Tim Malcuit,Www.instagram.com/timmalcuitmusic,timmalcuitmusic,http://www.instagram.com/timmalcuitmusic,426,Facebook.com/timmalcuitmusic,timmalcuitmusic,http://www.facebook.com/timmalcuitmusic,210,@timmalcuitmusic,timmalcuitmusic,http://www.twitter.com/timmalcuitmusic,64
Joreim ,Www.instagram.com/officialjoreim,officialjoreim,http://www.instagram.com/officialjoreim,404 Not Found,Www.facebook.com/otownkidd,otownkidd,http://www.facebook.com/otownkidd,No elements matched,@officialjoreim,officialjoreim,http://www.twitter.com/officialjoreim,6
Linda Mackie,,"","",,,"","",,,"","",
Freeman Tyler,,"","",,,"","",,,"","",
The Spoiler,,"","",,,"","",,@JohnRDizon,JohnRDizon,http://www.twitter.com/JohnRDizon,1
Ryan Douglas,,"","",,https://www.facebook.com/ryandouglasmusician/,ryandouglasmusician,http://www.facebook.com/ryandouglasmusician,32,,"","",
As Rome Burns ,,"","",,,"","",,,"","",
Sam Sheavy,https://www.instagram.com/ssready/,ssready,http://www.instagram.com/ssready,2941,https://www.facebook.com/sam.sheavy.3?ref=bookmarks,sam.sheavy.3?ref=bookmarks,http://www.facebook.com/sam.sheavy.3?ref=bookmarks,No elements matched,,"","",
Prince David ,,"","",,,"","",,,"","",
FLOYDIUM ,,"","",,,"","",,,"","",
Lance Norris and The Dog Track Gravy,www.instagram.com/lancernorris/,lancernorris,http://www.instagram.com/lancernorris,141,www.facebook.com/TheDogTrackGravy,TheDogTrackGravy,http://www.facebook.com/TheDogTrackGravy,468,twitter.com/lancernorris,lancernorris,http://www.twitter.com/lancernorris,211
Myalucienna ,Www.instagram.com/Myalucienna ,"","",,Www.favebook.com/Myalucienna ,"","",,Www.tqitter.com/Myalucienna ,"","",
Gyft’D,www.Instagram.com/ImGyftD,ImGyftD,http://www.instagram.com/ImGyftD,217,www.Facebook.com/ImGyftD,ImGyftD,http://www.facebook.com/ImGyftD,464,@ImGyftD,ImGyftD,http://www.twitter.com/ImGyftD,63
Reverend Jim,,"","",,www.facebook.com/therealrevjim,therealrevjim,http://www.facebook.com/therealrevjim,417,,"","",
Tango,,"","",,,"","",,,"","",
Ironic,https://instagram.com/p/BjYrMVUh5Nn/,BjYrMVUh5Nn,http://www.instagram.com/BjYrMVUh5Nn,404 Not Found,Www.favebook.com/CJWhitfield22,CJWhitfield22,http://www.facebook.com/CJWhitfield22,296,@cjwhitfield22,cjwhitfield22,http://www.twitter.com/cjwhitfield22,289
Twizm Whyte Piece ,www.Instagram.com/OfficialTwizmWp,OfficialTwizmWp,http://www.instagram.com/OfficialTwizmWp,3803,www.Facebook.com/RealTwp,RealTwp,http://www.facebook.com/RealTwp,9346,@TwizmWhytePiece,TwizmWhytePiece,http://www.twitter.com/TwizmWhytePiece,11
Cole Black,https://www.instagram.com/coleblackmusic/,coleblackmusic,http://www.instagram.com/coleblackmusic,209, https://www.facebook.com/crazycolerocks/,"","",,,"","",
Tommy Black,,"","",,https://www.facebook.com/tblacksouljazz/,tblacksouljazz,http://www.facebook.com/tblacksouljazz,No elements matched,@tommyblackplayjazz,tommyblackplayjazz,http://www.twitter.com/tommyblackplayjazz,404 Not Found
Michael,,"","",,,"","",,,"","",
Emily Henry,@emilyhenry_music,emilyhenry_music,http://www.instagram.com/emilyhenry_music,460,,"","",,,"","",
J Latoy,Instagram.com/jlatoymusic,jlatoymusic,http://www.instagram.com/jlatoymusic,1395,Facebook.com/officiallyJlatoy,officiallyJlatoy,http://www.facebook.com/officiallyJlatoy,404 Not Found,@AllAboutMuZik,AllAboutMuZik,http://www.twitter.com/AllAboutMuZik,404 Not Found
Sean O'Rourke,www.instagram.com/seankevinorourke,seankevinorourke,http://www.instagram.com/seankevinorourke,893,www.facebook.com/seankevinorourke,seankevinorourke,http://www.facebook.com/seankevinorourke,No elements matched,,"","",
Yabanada,www.instagram.com/yabanada,yabanada,http://www.instagram.com/yabanada,JSON failed to parse,https://www.facebook.com/PrimalGruv/,PrimalGruv,http://www.facebook.com/PrimalGruv,63,@Yabanada,Yabanada,http://www.twitter.com/Yabanada,24
Scope,,"","",,,"","",,,"","",
MICHAELANTONIO,https://www.instagram.com/michaelantonio_luckette/,michaelantonio_luckette,http://www.instagram.com/michaelantonio_luckette,280,http://facebook.com/michaelantonio.music,michaelantonio.music,http://www.facebook.com/michaelantonio.music,1544,@michaelantonio,michaelantonio,http://www.twitter.com/michaelantonio,1
Sean Cairne,,"","",,,"","",,,"","",
Kenny Faithful,,"","",,,"","",,,"","",
Don King,,"","",,,"","",,,"","",
Melekai Joe,,"","",,https://www.facebook.com/MelekaiJoeBMI/,MelekaiJoeBMI,http://www.facebook.com/MelekaiJoeBMI,9919,,"","",
Suzanne VanRandwyk,https://www.instagram.com/vanrandwyk/,vanrandwyk,http://www.instagram.com/vanrandwyk,404 Not Found,https://www.facebook.com/SVanRandwyk/,SVanRandwyk,http://www.facebook.com/SVanRandwyk,404 Not Found,https://twitter.com/VanRandwyk,VanRandwyk,http://www.twitter.com/VanRandwyk,404 Not Found
TwinR ,TwinR20m,TwinR20m,http://www.instagram.com/TwinR20m,7942,Tyson howell ,"","",,@roze_roice,roze_roice,http://www.twitter.com/roze_roice,1
Race Lerma,Instagram.com/racelerma,racelerma,http://www.instagram.com/racelerma,408,,"","",,@actuallyrace,actuallyrace,http://www.twitter.com/actuallyrace,208
Brandon Greb,https://www.instagram.com/brandongreb/,brandongreb,http://www.instagram.com/brandongreb,JSON failed to parse,https://www.facebook.com/brandon.greb.1,brandon.greb.1,http://www.facebook.com/brandon.greb.1,No elements matched,@Brandon_Greb,Brandon_Greb,http://www.twitter.com/Brandon_Greb,411
Brosta ,Www.instagram.com/brostaaa_eie,brostaaa_eie,http://www.instagram.com/brostaaa_eie,1233,,"","",,,"","",
Ned Lucas Band,,"","",,https://www.facebook.com/The-Ned-Lucas-Band-122212991163208/,The-Ned-Lucas-Band-122212991163208,http://www.facebook.com/The-Ned-Lucas-Band-122212991163208,234,,"","",
Lennetta,,"","",,,"","",,,"","",
Dean Madonia,www.instagram/deanmadonia,deanmadonia,http://www.instagram.com/deanmadonia,291,https://d.facebook.com/Dean-Madonia,Dean-Madonia,http://www.facebook.com/Dean-Madonia,No elements matched,@deanmadonia,deanmadonia,http://www.twitter.com/deanmadonia,415
Lynn Anselmo,,"","",,Lynn Anselmo,"","",,,"","",
Cat Black Band ,,"","",,www.facebook.com/CatBlack,CatBlack,http://www.facebook.com/CatBlack,No elements matched,,"","",
David Blondino,,"","",,,"","",,,"","",
Sam Levin,www.instagram.com/thesamlevin/,thesamlevin,http://www.instagram.com/thesamlevin,5168,www.facebook.com/thesamlevin/,thesamlevin,http://www.facebook.com/thesamlevin,869,@thesamlevin,thesamlevin,http://www.twitter.com/thesamlevin,7
$hawnyglaas,Www.Instagram.com/shawnyglass_,shawnyglass_,http://www.instagram.com/shawnyglass_,946,Www.Facebook.com/shawnyg,shawnyg,http://www.facebook.com/shawnyg,No elements matched,@shawnyglass_doe,shawnyglass_doe,http://www.twitter.com/shawnyglass_doe,1
The Little Victories,https://www.instagram.com/pacot33/?hl=en,?hl=en,http://www.instagram.com/?hl=en,JSON failed to parse,,"","",,@pacot33,pacot33,http://www.twitter.com/pacot33,317
Percell Ford,https://www.instagram.com/percellford3008/,percellford3008,http://www.instagram.com/percellford3008,404 Not Found,https://www.facebook.com/gregory.ford.169,gregory.ford.169,http://www.facebook.com/gregory.ford.169,No elements matched,https://twitter.com/PercFord,PercFord,http://www.twitter.com/PercFord,38
TboLive,,"","",,,"","",,,"","",
Dennis Sharkey ,,"","",,,"","",,,"","",
The Pluto Gang,,"","",,,"","",,,"","",
Black Bruce Wayne,https://www.instagram.com/blackbwaj/,blackbwaj,http://www.instagram.com/blackbwaj,404 Not Found,https://www.facebook.com/AJH14,AJH14,http://www.facebook.com/AJH14,No elements matched,@blackbwaj,blackbwaj,http://www.twitter.com/blackbwaj,404 Not Found
Uncle Barnaby,,"","",,Facebook.com/unclebarnaby,unclebarnaby,http://www.facebook.com/unclebarnaby,244,,"","",
Dirt King,Instagram.com/1dirt_king,1dirt_king,http://www.instagram.com/1dirt_king,356,https://m.facebook.com/DirtKingMusic,DirtKingMusic,http://www.facebook.com/DirtKingMusic,496,@joshuacummins,joshuacummins,http://www.twitter.com/joshuacummins,262
Rick McKean,,"","",,www.facebook.com/rickmckeanmusic/,rickmckeanmusic,http://www.facebook.com/rickmckeanmusic,303,,"","",
Tae Digg (Touchey G),theofficialtaedigg,theofficialtaedigg,http://www.instagram.com/theofficialtaedigg,404 Not Found,https://www.facebook.com/photo.php?fbid=615953748767405&set=a.130173270678791.1073741829.100010583568545&type=3,photo.php?fbid=615953748767405&set=a.130173270678791.1073741829.100010583568545&type=3,http://www.facebook.com/photo.php?fbid=615953748767405&set=a.130173270678791.1073741829.100010583568545&type=3,404 Not Found,,"","",
Ben Eder,,"","",,www.facebook.com/benederofficial,benederofficial,http://www.facebook.com/benederofficial,209,,"","",
Tayo Deniro,Tha_real_tayo,Tha_real_tayo,http://www.instagram.com/Tha_real_tayo,404 Not Found,www.facebook.com/Tayo Deniro ,"","",,,"","",
Gypsy Piano Blues,,"","",,,"","",,,"","",
StuntMan J,https://www.instagram.com/stuntman_j/,stuntman_j,http://www.instagram.com/stuntman_j,520,,"","",,,"","",
Gerry Parsons,,"","",,https://www.facebook.com/GerryParsonsMusic/,GerryParsonsMusic,http://www.facebook.com/GerryParsonsMusic,118,,"","",
Eye'z,Instagram.com/mseyez,mseyez,http://www.instagram.com/mseyez,2630,Facebook.com/eyezpopmusic,eyezpopmusic,http://www.facebook.com/eyezpopmusic,3615,Twitter.com/eye39z,eye39z,http://www.twitter.com/eye39z,2
Bruce Shaffstall,,"","",,,"","",,,"","",
Dick Healey,,"","",,,"","",,,"","",
Becky Bishop,,"","",,https://www.facebook.com/becky.bishop.129,becky.bishop.129,http://www.facebook.com/becky.bishop.129,No elements matched,,"","",
Daryl Taylor-Hazel,,"","",,https://www.facebook.com/AmbassadorofSong/,AmbassadorofSong,http://www.facebook.com/AmbassadorofSong,99,https://twitter.com/ShowsRme,ShowsRme,http://www.twitter.com/ShowsRme,113
Airic,Instagram.com/AiricMusic,AiricMusic,http://www.instagram.com/AiricMusic,10547,Facebook.comAiricMusic,Facebook.comAiricMusic,http://www.facebook.com/Facebook.comAiricMusic,404 Not Found,@AiricMusic,AiricMusic,http://www.twitter.com/AiricMusic,1
Reuben James,,"","",,,"","",,,"","",
Tom Rockford,,"","",,,"","",,,"","",
Pal Sheldon,,"","",,https://business.facebook.com/palsheldonsongs/?business_id=699967483543940&ref,?business_id=699967483543940&ref,http://www.facebook.com/?business_id=699967483543940&ref,No elements matched,,"","",
Karl Reed ,,"","",,www.facebook/KarlReed,KarlReed,http://www.facebook.com/KarlReed,No elements matched,,"","",
The Manhattan Project,www.instagram.com/themanhattanproject_NJ,themanhattanproject_NJ,http://www.instagram.com/themanhattanproject_NJ,426,https://www.facebook.com/TheManhattanProjectNJ/,TheManhattanProjectNJ,http://www.facebook.com/TheManhattanProjectNJ,103,,"","",
David Bell,https://www.instagram.com/dahveed_bell/,dahveed_bell,http://www.instagram.com/dahveed_bell,JSON failed to parse,,"","",,@BrickBell21,BrickBell21,http://www.twitter.com/BrickBell21,82
Amy Fleming,www.instagram.com/amyfleming1834,amyfleming1834,http://www.instagram.com/amyfleming1834,60,www. amyfleming@facebook/161,"","",,,"","",
Emilie Maria,,"","",,,"","",,@emgnard,emgnard,http://www.twitter.com/emgnard,404 Not Found
Ariel Garcia Cuban Trovador,www.instagram.com/cubantrovador,cubantrovador,http://www.instagram.com/cubantrovador,JSON failed to parse,www.facebook.com/cuban.trovador,cuban.trovador,http://www.facebook.com/cuban.trovador,611,@cuban_trovador,cuban_trovador,http://www.twitter.com/cuban_trovador,5
Diana Lynn Howard,,"","",,https://www.facebook.com/dianalynnhoward1950,dianalynnhoward1950,http://www.facebook.com/dianalynnhoward1950,No elements matched,Diana Lynn Howard @songbird,"","",
Kara,www.instagram.com/karaforyou,karaforyou,http://www.instagram.com/karaforyou,253,https://www.facebook.com/Kara-198410867777/,Kara-198410867777,http://www.facebook.com/Kara-198410867777,215,,"","",
ERIK KYLE and the BEADS,,"","",,,"","",,,"","",
"LIVE AT THE FILLMORE™, The World's Greatest Tribute to the Allman Brothers Band",https://www.instagram.com/louietheg/?hl=en,?hl=en,http://www.instagram.com/?hl=en,JSON failed to parse,https://www.facebook.com/LiveAtTheFillmore/,LiveAtTheFillmore,http://www.facebook.com/LiveAtTheFillmore,4014,,"","",
Joshua Pera,,"","",,https://m.facebook.com/TheFingTurncoats/,TheFingTurncoats,http://www.facebook.com/TheFingTurncoats,16,,"","",
Mark Elmer Band,,"","",,www.facebook.com/markelmer,markelmer,http://www.facebook.com/markelmer,No elements matched,,"","",
boyish,,"","",,,"","",,silentskyler,silentskyler,http://www.twitter.com/silentskyler,489
David Perry Molina,,"","",,www.facebook.com/davidperrymolina  &.  www.facebook.com/yellowdotmusic ,"","",,,"","",
The Song Butcher,,"","",,,"","",,,"","",
G Souldier,https://www.instagram.com/gsouldier/,gsouldier,http://www.instagram.com/gsouldier,501,https://www.facebook.com/gsouldier,gsouldier,http://www.facebook.com/gsouldier,No elements matched,https://twitter.com/Gsouldier,Gsouldier,http://www.twitter.com/Gsouldier,474
Mackenzie Viventi ,,"","",,,"","",,,"","",
Blaque Rah,www.instagram.com/blaquerah,blaquerah,http://www.instagram.com/blaquerah,JSON failed to parse,www.facebook.com/blaquerah,blaquerah,http://www.facebook.com/blaquerah,No elements matched,@ahmadblaquerah,ahmadblaquerah,http://www.twitter.com/ahmadblaquerah,0
Seth Hilary Jackson,,"","",,www.facebook.com/sethhilaryjackson,sethhilaryjackson,http://www.facebook.com/sethhilaryjackson,104,@songdude,songdude,http://www.twitter.com/songdude,503 Service Temporarily Unavailable
Bruce Meyer,,"","",,Later,Later,http://www.facebook.com/Later,No elements matched,,"","",
Ms. Shangalang,,"","",,,"","",,,"","",
Black Reign,,"","",,www.facebook.com/blackreignhiphop,blackreignhiphop,http://www.facebook.com/blackreignhiphop,155,,"","",
Devin Baize,,"","",,,"","",,,"","",
Ryan Sounds,www.instagram.com/ryansoundsmusic,ryansoundsmusic,http://www.instagram.com/ryansoundsmusic,404 Not Found,www.facebook.com/ryansoundsmusic,ryansoundsmusic,http://www.facebook.com/ryansoundsmusic,284,@ryansoundsmusic,ryansoundsmusic,http://www.twitter.com/ryansoundsmusic,404 Not Found
Jeremy Wayne Taylor,www.instagram.com/jwtaacoustic,jwtaacoustic,http://www.instagram.com/jwtaacoustic,404 Not Found,https://www.facebook.com/jeremywaynetaylor,jeremywaynetaylor,http://www.facebook.com/jeremywaynetaylor,1366,jwtacoustic,jwtacoustic,http://www.twitter.com/jwtacoustic,12
Robin V,,"","",,,"","",,,"","",
Jourin Hannah,,"","",,https://www.facebook.com/jourin.hannah.3,jourin.hannah.3,http://www.facebook.com/jourin.hannah.3,No elements matched,,"","",
Ozzel the Composer,www.instagram.com/ozzelthecomposer,ozzelthecomposer,http://www.instagram.com/ozzelthecomposer,404 Not Found,www.facebook.com/ozzelthecomposer,ozzelthecomposer,http://www.facebook.com/ozzelthecomposer,90,@ozlthecomposr,ozlthecomposr,http://www.twitter.com/ozlthecomposr,404 Not Found
Jeff Lazare,,"","",,https://www.facebook.com/jeff.lazare,jeff.lazare,http://www.facebook.com/jeff.lazare,No elements matched,https://twitter.com/Keefsdad?lang=en,Keefsdad?lang=en,http://www.twitter.com/Keefsdad?lang=en,39
Taylor Red,Therealtaylorred,Therealtaylorred,http://www.instagram.com/Therealtaylorred,404 Not Found,Taylor Red,"","",,,"","",
David Cooper,,"","",,,"","",,,"","",
Emporess,www.instagram.com/emporess_,emporess_,http://www.instagram.com/emporess_,2887,www.facebook.com/theemporessmusic,theemporessmusic,http://www.facebook.com/theemporessmusic,44,https://twitter.com/MeccaDaDon,MeccaDaDon,http://www.twitter.com/MeccaDaDon,404 Not Found
