artist,songs_uploaded,plays,website,facebook,instagram,youtube,twitter
Michael Fisher,1,0,www.michaelrfisher.com,,Michael Fisher,,
Hamid Saeb,0,0,www.facebook.com/hamidsaebmusic,www.facebook.com/hamidsaebmusic,,,
Devin Davy,0,0,,,,www.youtube.com/devindavy,
TheGreatTK,0,0,,www.facebook.com/thegreattk7,www.instagram.com/thegreattk,www.youtube.com/thegreattk8,@TheGreatTK
T.Roy & The Adapters,2,2,https://tedpearce.com/album/215529/hollywood-sessions,,,,
G.A Daniel,1,14,,www.facebook.com/gadaniel,www.instagram.com/ga_daniel,www.youtube.com/#gaspedalshorty,@gadaniel44
davyd,0,0,,,instagram.com/kungfukilt,,
Relly Dayz,1,0,,,@rellydayz,@rellydayz92,
Jeff Carter,3,0,,,,,
Rockit Writer,1,1,https://rockitwriter.blogspot.com,https://facebook.com/rockitwriterla,https://instagram.com/rockitwriter,https://www.youtube.com/channel/UC7KKylK0P0ayrhBNb6YunAg,@rockitwriter
Josh Allen,0,0,www.joshallenband.com,https://www.facebook.com/JoshAllenBandHelltown/,Josh Allen,,
Mikel Nize,0,0,,,Mikel Castro,,
Tyler Bellucci,0,0,,,,,
Gina Tarée,7,5,www.ginataree.com,www.facebook.com/ginataree,www.instagram.com/GinaTaree,www.youtube.com/ginataree,
Beautiful aka Bella Marley,0,0,bellamarley121.wixsite.com/mysite,www.facebook/bellamarley,www.instagram/bellamarley,www.youtube/bellamarleyklas89.7tunein app,@bellamarley
Twenty,0,0,www.twentytapes.com,http://www.facebook.com/therealtwenty,www.instagram.com/twentytapes,www.youtube.com/c/twentytv,@TWENTYtapes
GT,0,0,,https://www.facebook.com/goji.tanabe,,,
Interphase,8,39,www.interphaseband.com,,,,
GALLEON ... Atlanta's Unknown Supergroup!,26,215,http://www.reverbnation.com/galleonrocks,http://www.facebook.com/galleonrocks,,https://www.youtube.com/playlist?list=PL4IbJhpnC8F_6-BXHf6nFv560hkH1RL33,@galleonmaster
Javier Bonilla,0,0,,,https://www.instagram.com/jaof_sadboi/,www.youtube.com/channel/UCWHL2mtAJXHX-hzX4bAskJg,
Dexter Carlson,2,2,,,,,
Alex Candlestick,2,2,,,www.instagram.com/alexander_candlestick/,,
Tyrone (Boldbeatsent.),1,0,baldysmusicgroup.com,www.facebook.com/noldbeatsent,"www,instagram.com/xboldbeats",https://www.youtube.com/watch?v=PAat5uaVn28,@strongarmfamily
Richie Tharpe,0,0,www.richiestunes.com,https://www.facebook.com/richieistrucknutz/,https://instagram.com/richiestunes,https://www.youtube.com/channel/UC1gtveMjUuWtZyCRLV0uHkQ,@richieistrucknutz
Through the Glass - J. Westerman,18,120,https://passinglanemusic.wixsite.com/j-westerman,https://www.facebook.com/PassingLaneMusic/,,,https://twitter.com/passinglanemus
Ceeb Dread,3,4,,https://www.facebook.com/eric.claybourne/,,https://www.youtube.com/user/ceebdread,@ceebdread
Donnie Mayer,10,99,www.donniemayermusic.jigsy.com,www.facebook.com/donniemayer,,www.youtube.com/donniemayer69,www.twitter.com/donniemayer
Casey Lane,0,0,,,www.instagram.com/caseylaaa,,
Doc Suess,9,2,www.DocSuessMusic.com,www.facebook.com/DocSuessMusic,www.instagram.com/DocSuessMusic,www.youtube.com/DocSuessOfRhymeSick,@DocSuessMusic
BEARZE,4,73,,www.facebook.com/bzwomen,www.instagram.com/bearze_w.o.m.e.n,,@bearzeworld
Max Williams,1,1,,www.facebook.com/musicianmaxwilliams/,www.instagram.com/musicianmaxwilliams,,
James Dean Cotton,3,4,jamesdeancotton.bandcamp.com,,,,
The Soapbox Salute,2,29,thesoapboxsalute.com,www.facebook.com/thesoapboxsalute,instagram.com/thesoapboxsalute,https://m.youtube.com/channel/UCz45rDawk5sbUoN20jzqIYg,@soapboxsalute
Rick Lally,49,479,www.RickLally.com,www.facebook.com/RickLallyMusic,,,@RicksArts
Carol Batchelor- da Batchelor Party,0,0,Www.dabatchelorparty.com,Facebook.com/dabatchelorparty ,Instagram.com/carolbatchelor,Youtube.com/carolbatchelor,@cbatchpdx
3 Bricks Shy,38,584,www.3BricksShyMusic.com,www.facebook.com/ThreeBricksShy,,,@3BricksShyBand
SUGOI,1,0,chaney.today,,,,
Leon ZAI ,6,64,,www.facebook.com/iamleonzai,www.instagram.com/iamleonzai,www.youtube.com/leonzai,@iamleonzai
Nina,0,0,,,,,
Darin Jellison,17,244,www.darinjellisonmusic.com,www.facebook.com/darinjellisonmusic,www.instagram.com/darinjellisonmusic,https://m.youtube.com/channel/UCs8uHgRhqVVfRYFKo2GjKWg,@jellibones
Warm Glass,2,14,www.warmglassmusic.com,www.facebook.com/warmglassmusic,www.instagram.com/warmglassmusic,,@warmglassmusic
Sarina Sangabriel,0,0,,,sarinasangabriel,,@sarinamarie14
Kid Nebraska,1,0,www.kidnebraska.com,www.facebook.com/kidnebraska,www.instagram.com/kid.nebraska,www.youtube.com/joshkidney,
Amber Stallworth,0,0,,https://www.facebook.com/amber.stallworth.96,https://www.instagram.com/amber.stallworth/,,@StallworthAmber
Mark Genesis,1,29,http://markthegenesis.website2.me/,www.facebook.com/markthegenesis,www.instagram.com/mrkgenesis,https://www.youtube.com/channel/UC-OFe2C2Raerfe3AhpVIe6w?view_as=subscriber,www.twitter.com/mrkgenesis
Son of Elsa,2,26,https://www.sonofelsa.com,,,,
Jeffrey Gilliam,1,97,http://jeffreygilliam.com/,https://www.facebook.com/pages/Jeffrey-Gilliam/174721225978,,https://www.youtube.com/channel/UCuK8aM-EU1ksuaQDK9mo6Pw,@jtgilliam
Bob Jeter ,2,45,www.bobjeter.com,https://www.facebook.com/jeternthejets,https://www.instagram.com/bobjeter/,https://www.youtube.com/channel/UCOyEpxRZNOb7ZXAUKXaAU0g	,https://twitter.com/jeternthejets
Cortney Matz,1,27,www.cortneymatz.com,www.facebook.com/cortneymatzmusic,www.instagram.com/cortneymatz,www.youtube.com/user/cortneymatz,
The John Michael Experiment,0,0,,,Mike Barbiere,,
Dena Monticone,10,148,,,,www.youtube.com/groknrock,
Clint B,0,0,,www.facebook.com/countrysing,www.instgram.com/slyber232232,www.youtube.com/channel/UCMjHOaxQhZ47bZbEy3oQpdQ?app=desktop&persist_app=1,@ClintBCountry
Mark IV,4,43,www.markivmusic.com,https://www.facebook.com/Mark-IV-Music-465687740367/,,,
Jack Fox,4,39,www.stonefox.net,https://www.facebook.com/Jack-Fox-Music-Page-1028536080500014/,,,
Maddie McGwire,1,20,,,Maddie Adkins,https://www.youtube.com/channel/UCIXFWNhN-Y5cjFpFKmMUPKw?view_as=subscriber,@maddiemcgwire
Public Transit Tales,1,20,https://publictransittales.wordpress.com/2018/09/01/public-transit-tales-the-take-off/,ptt,publictransittales,publictransittales,Ptt
Bob Schembre,2,27,bob.schembre@yahoo.com,https://www.facebook.com/AcousticClassicsOnTap/,,https://www.youtube.com/channel/UCEU7c2zzYPVrt9fzALWQ9sw?view_as=subscriber,
After Ours ,5,129,www.afterours.band,www.facebook.com/afteroursband,www.instagram.com/afteroursband,https://www.youtube.com/channel/UCu9ooSnD_pztigrNJAlwGgQ,@afteroursband
Buffalo Corpse,7,119,,,,,
The Easy Get Out,8,150,https://www.reverbnation.com/theeasygetout,,,,
Sin Embargo,0,0,,https://www.facebook.com/SinEmbargoBand/,https://www.instagram.com/sinembargoband/,,@SinEmbargoBand
Christopher Coles,2,11,,,,,
RJ Griffith,3,80,www.rjgriffith.com,https://www.facebook.com/rjgmusic,https://www.instagram.com/rjgmusic,https://www.youtube.com/rjgmusic,@rjgmusic
Tom O'Donnell,31,293,www.folksinger.info,TomODonnellFolksinger3,,www.youtube.com/channel/UChP25s_isyXkml1MR3s1WnA?,
joe corrt project,5,33,https://joecorrt123.wixsite.com/website,,,https://www.youtube.com/channel/UCToo-Hk3sNAY5mITwoNmKVA,
Darien Virgo,0,0,instagram.com/lastnamevirgo,,instagram.com/lastnamevirgo,https://www.youtube.com/channel/UCQ6FyPHrXpaSUzAwm9s6-xg,@lastnamevirgo
Jig Tree,1,23,,www.facebook.com/jigtree,www.instagram.com/jigtreeband,www.youtube.com/jigtree,@treejig
Probably,2,34,music-probably.tumblr.com,facebook.com/musicprobably,instagram.com/music_probably,https://www.youtube.com/channel/UCfig4gu9d1imaSs52olk7tQ,
Hunter Rogerson,0,0,rogersonmusic.com,,www.instagram.com/rogersonmusic,,
Brian Antolak,1,19,,,,https://www.youtube.com/channel/UCA3HiebfJiDh_cMR8lL5qpQ,
Clint Bracher,10,181,https://clintbracher.bandcamp.com/,https://www.facebook.com/brachermusic/,https://www.instagram.com/clintbracher/,,@bracher_clint
JFK,1,10,,https://www.facebook.com/JFK.TRAPMUSIC/#,https://www.instagram.com/jfkmusic/,,https://twitter.com/jfk_MUSIC_
kool.V.I.B.rations,1,10,https://kool2.bandcamp.com/,https://www.facebook.com/kooloras.vibrations.7,https://www.instagram.com/kool.v.i.b.rations/,https://www.youtube.com/channel/UCfga7nM5bIUwOtB7tjy9C_g,https://twitter.com/KoolRations
Diogo C. Borges,0,0,,,Diogo C Borges,,
Bud Summers,3,37,www.budsummers.com,https://www.facebook.com/BudSummersMusic/,https://www.instagram.com/budtunes/,https://www.youtube.com/budsummers,https://twitter.com/budsummers
Sheri Roberts Greimes,9,129,https://www.sherirobertsgreimes.com/,www.Facebook.com/SingingMeArseOff,Sheri Roberts Greimes,,
DAV!D&CLARA,1,14,www.davidandclara.com,www.facebook.com/davidandclara,www.instagram.com/davidandclara,www.youtube.com/thedavidandclara,@davidandclara
Dena Woods,1,35,https://denawoods.bandcamp.com/,https://www.facebook.com/DenaWoodsMusic,,,
In The Red Deeps,4,45,https://inthereddeeps.com/,https://www.facebook.com/inthereddeeps,http://instagram.com/inthereddeeps,https://www.youtube.com/channel/UCMr7JM34e7Q8WZJs7ixpLBg,@inthereddeeps
The Ember Jar,4,109,www.reverbnation.com/TheEmberJar,www.facebook.com/TheEmberJar,,,@TheEmberJar
Electric Stove,0,0,http://electricstovemusic.com,https://www.facebook.com/ElectricStoveMusic/,https://www.instagram.com/electricstovemusic/,https://www.youtube.com/channel/UC7GpmwOZVX21XmF-dGEAi-A?,@DaElectricStove
Beneath the Fig Tree,0,0,,,,,
Lonnie Gross,0,0,https://open.spotify.com/artist/5Anjtflf9lPktATjguTD5z?si=sX_xWlL1TYONXdKfz4DlDw,https://www.facebook.com/profile.php?id=100000528020994,www.instagram.com/_emoking_,https://m.youtube.com/watch?v=4O3Wd5p8wrE,@_emoking_
S.H.O.N,1,2,https://soundcloud.com/deshon-mitchell-249529441,https://www.facebook.com/shon.mitch.908,https://www.instagram.com/shonmitch7/,,
Mina Alali,0,0,minaalali.com,facebook.com/minaalalimusic,instagram.com/minaalalimusic,http://youtube.com/channel/UCH2qfYhVDlwQyARaFnjMUZQ,@alalimina
Leyshock,5,99,leyshock.com,https://www.facebook.com/LeyshockOfficial/,https://www.instagram.com/leyshock_official/,https://www.youtube.com/channel/UCV_RN4sVWNsXNgKIsdPhwCQ,
Roro B. Sanging,0,0,haveyouheardaboutro.com,https://www.facebook.com/rorobsanging/,https://www.instagram.com/roro_bsanging/,https://www.youtube.com/channel/UCwKoJSUzrMnV7JAtTqSLvMQ?view_as=subscriber,@roro_bsanging
Wave Treyy,2,40,https://www.reverbnation.com/wavetreyy,Wavetreyy,https://www.instagram.com/wavetreyyy/,https://youtu.be/ja89vWbveoo,@WaveTreyy
Les LaMotte,10,76,www.LesLaMotte.com,https://facebook.com/les.lamotte,,https://www.youtube.com/user/Leseagle1 ,@Leseagle
Dowell,0,0,,https://www.facebook.com/DowellMusic/,https://www.instagram.com/dowell_music/,https://www.youtube.com/channel/UCq-p2CqVeVRDyP3LwtJ5yyQ,dowell_music
Edwin Derricutt,15,195,www.edwinderricutt.com,https://www.facebook.com/Edwin-Derricutt-34663746901/,www.instagram/edwinderricutt,https://www.youtube.com/edwinderricutt,@edwinderricutt
Hippie Robot,0,0,,,,,
Al Rietti,0,0,http://atlantaspanishguitar.com/,https://www.facebook.com/Atlanta-Spanish-Guitar-School-Guitar-Lessons-and-Sale-216578298370827/,,https://www.youtube.com/user/AtlantaSpanishGuitar/videos,
Mike Johnson,7,60,Seekinghisheart.net,facebook.com/mj5410,,https://www.youtube.com/channel/UCIIaEkG2yO8UeBdtlJxiNAg?view_as=subscriber,
Robb Cairns,12,210,www.robbcairns.com,,,,
SQUEEZA,1,1,,https://www.facebook.com/squeezarocks/,,https://www.youtube.com/results?search_query=squeeza+irony%27s+revenge,https://twitter.com/SQUEEZAGARGONE
"Addison Baker - \The Artist\""""",1,0,www.addisonbaker.com,,,https://www.youtube.com/user/ABChord,
Debbie Nancy,0,0,,https://www.facebook.com/debbienancyband/,,https://www.youtube.com/channel/UCQtbYIIaimovfO5n7-g3bXA?view_as=subscriber,
Shay Lamai,1,12,,,https://www.instagram.com/shay_lamai/,www.youtube.com/shaylamai,
Brian Hinson,1,99,www.storyoftodaymusic.com,https://www.facebook.com/storyoftodaymusic/,www.instagram.com/brian.hinson,www.youtube.com,@brian_today
Gaetano Martino,0,0,,,,https://www.youtube.com/user/HolaMijo87,
Dale Sugimoto,0,0,,,,,
Sam Densmore,2,19,www.samdensmore.com,https://www.facebook.com/samdensmoremusic,www.instagram.com/samdensmore,https://www.youtube.com/user/samdensmorepdx,https://twitter.com/samdensmore
LEGEND STATUS,5,75,,www.facebook.com/legendstatus187,www.instagram.com/lsmusic187,www.youtube.com/jjdagreat187,@lsmusic187
DoDriver,2,29,www.dodriver.com,www.facebook.com/dodriversocialpage,www.instagram.com/dodriver,www.youtube.com/dodriver2,@dodriver
Joy,1,3,,,https://www.instagram.com/h.j.e.m/,https://www.youtube.com/user/hj506,
The Bannermen,12,25,www.thebannermenband.com,https://www.facebook.com/TheBannermenBand/,https://www.instagram.com/the_bannermen/,,@Bannerband
BaeSick,0,0,,,www.instagram.com/rayybanks,,
Yvng5ive,1,22,https://soundcloud.com/official5ive,https://www.facebook.com/Yvng5ive,https://www.instagram.com/yvng5ive,,@Yvng5ive
Eebadeeb,9,108,,www.facebook.com/dbakerzzz,,,
Gina Di Tullio,10,15,www.ginaditullio.com,,,,
Amanda B.,8,137,,,,,
Code Works Test,1,2,sbcodeworks.com,https://www.facebook.com/SBCodeWorks/,https://www.instagram.com/sbcodeworks/,,
Lyndsey Bringhurst,7,1,,https://www.facebook.com/lyndsey.bringhurst,https://www.instagram.com/lyndseybringhurst/,https://www.youtube.com/channel/UCtEx1rCYFDPmoxZhNOVJX7g,
AIRIAR,7,10,www.houseofluthiery.com,www.facebook.com/houseofluthiery,www.instagram.com/houseofluthiery,www.youtube.com/houseofluthiery,@houseofluthiery
daphanieb,3,43,www.daphanieb.com,https://www.facebook.com/daphaniebmusic,,,@daphanie_b
Wayne Land,9,72,www.musicplay.com,,,,
Askaree Mansoor,0,0,,https://www.facebook.com/AskareeMansoor/,https://www.Instagram.com/acousticocean/,https://www.Youtube.com/AskareeMansoor/,
Eva Westphal,2,103,evawestphal.com,www.facebook.com/EvaWestphal.mgmt,www.instagram.com/evawestphal,N/A,@evawestphal_
LaShawn J,0,0,,Tamara Jones,@__lashawnj__ ,https://www.youtube.com/channel/UCgtjRIiVE7zndb6cuMGJ4TQ  (LaShawn J),
Dead Birds,1,14,www.deadbirds.xyz,https://www.facebook.com/iamdeadbirds,https://www.instagram.com/iamdeadbirds/,,
Jim Clendenin,1,15,,https://www.facebook.com/Jim-Clendenin-442025409273426/?ref=bookmarks,,,
Juel Anthony,22,8,https://gumroad.com/juelanthonymerch,https://www.facebook.com/JuelAnthony1/,https://www.instagram.com/officialjuelanthony/,https://www.youtube.com/channel/UC6hVnj7WXS0lXPsaHoZhkIA,
Celestial Blue Music,2,43,www.CelestialBlueMusic.com,www.facebook.com/CelestialBlueKari,www.instagram/kari.celestial.blue.music,www.youtube.com/CelestialBlueMusic,@CBlueMusic
Dorian Frankel,24,202,https://www.dorianfrankel.com/,,,,
Isaiah Michael,1,29,,,www.instagram/isaiahmichaell,,@isaiahfiedler
Scarlett H. Logan,2,17,soundcloud.com/5thhouserecords/tracks,,instagram.com/5thhouserecords,,@5thhouserecords
Temani ,1,9,,,,,
Max Tomack,4,16,,,https://www.instagram.com/max.tomack/,https://www.youtube.com/channel/UCVTgyNMVFV3QlVblcoi4oeA,
Da real Black Phoenix,1,3,,,www.instagram.com/cashtalk.ent,,@stnmtn_zone6
BAZILMUZIK,1,33,www.bazilmuzik.com,facebook.com/bebazilmuzik,instagram.com/bazilmuzik,youtube.com/bazilmuzik,@bazilmuzik
Freeman,2,26,www.freemanlaroh.com,https://www.facebook.com/freemanlaroh/,https://www.instagram.com/blakunacorn/,https://www.youtube.com/channel/UCFLQJCEG3kX9awRob0aa_Ug,@freemanlaroh
David McCreary,0,0,I don't have one,I don't have one.,I don't have one,I don't have one,I don't have one.
DeadEye Darter,1,10,https://deadeyedarter.bandcamp.com/,https://m.facebook.com/DeadEye.Jezzabel.music/,,https://www.youtube.com/channel/UCNC97dnD50IWBB4ORiH-qjw?view_as=subscriber,
THBKRY,0,0,THBKRY.com,,,,
SHINY • PENNY,3,182,www.shinypennyband.com,www.facebook.com/shinypennyband,www.instagram.com/shinypennyband,www.youtube.com/shinypennyband,@shinypennyband
Ikynani,0,0,https://m.soundcloud.com/kynani/under-pressure-mp3,www.facebook.com/ikynani,www.instagram.com/ikynanimob,,@ikynanimob
Marlo Live,1,32,,,marlo_mlive ,https://www.youtube.com/channel/UCdhYTQXOiZySVF9Z24BHdew?view_as=subscriber,@malolive
Wil Cal Goon,1,9,,,,,
Brittany Lee Moffitt,6,61,www.brittanyleemoffitt.wixsite.com/website,www.facebook.com/bmofmusic,www.instagram.com/bmofmusic,www.youtube.com/owwy,@bmofmusic
The Gossips,3,63,https://www.reverbnation.com/thegossips,https://www.facebook.com/TheGossipsBand,,https://www.youtube.com/channel/UCwfcHUsPK2uudCOL2FH05fg,TheGossips1
Stephanie Atkins,1,1,,https://www.facebook.com/stephanie.atkinson,,https://www.youtube.com/channel/UCkvfPhGpsSuMaVFat2k9DbA?view_as=subscriber,@SheanH
King Simi,1,31,https://kingsimi.bandcamp.com/releases,https://www.facebook.com/simiautomaticr,https://www.instagram.com/simi_automatic,,@topchefent
EVENODD,2,24,,https://www.facebook.com/evenoddindia/,www.instagram.com/evenoddindia,https://www.youtube.com/watch?v=HUm8GNuTHKg&list=PLFcmEj1LQgjnqQwLaRUCowc_bLv_w1iYE,
Leather Phase,4,53,https://leatherphase.bandcamp.com,https://www.facebook.com/LeatherPhase/,https://www.instagram.com/leatherphase/,,@LeatherPhase
Joe Test Artist 2,0,0,,,,,
$p@c3m@n,2,2,,,,,
KING GUDDA CORLEONE,3,27,https://www.reverbnation.com/kingguddacorleone,https://www.facebook.com/MbMkingCorleone1/,https://www.instagram.com/please_stop_drippincorleone/,https://www.youtube.com/channel/UCCIWoRxQdcBY2tHoxAtodpw,https://twitter.com/dahomietwizzle
The Federales,0,0,http://federalesmpls.com,https://www.facebook.com/TheFederales,https://www.instagram.com/thefederales/,https://www.youtube.com/user/TheFederalesMPLS,federalesmpls
steve szydel,1,0,,www.facebook.com/steveszydel,,www.youtube.com/steveszydel,
Johnny  Sudekum,4,38,https://johnnysudekum.bandcamp.com/,,,,
Monae Miller,8,48,monaemiller.com,facebook.com/monaemillermusic,instagram.com/monaemiller,,@monaemiller
Ren Albion,0,0,,https://www.facebook.com,https://www.instagram.com/i_am_ren_albion/,,
Jon Simmons,0,0,www.www.com,,,,
Broken Headlights,2,14,brokenheadlights.bandcamp.com,,,,
Michaele Postell,0,0,,,,,
Asia Rockstar,0,0,,www.facebook.com/asiarockstar,,https://www.youtube.com/channel/UCy1D-dCrhS63bDNOVNpF-nw,
Wellington Wry,5,89,,,,,
The Cory Hotline,2,18,,www.facebook.com/thecoryhotline,,,@corytheenhancer
Maevyn Marie,0,0,,,www.instagram.com/maevyn.marie,,
$helly_P,1,10, https://soundcloud.com/kmg-hellyp/da-pump,,https://l.instagram.com/?u=https%3A%2F%2Fopen.spotify.com%2Falbum%2F0givMw6h20OAoeJwVLnzbI%3Fsi%3Db4GHYUEcQCS01rUm7Xfn3A&e=ATM2VjwQIXOa28RqZ6sVUAZ9M8CXAxJGLpSw0BtFtONg-RT1I8K3GIvRJuwr6c8CIpZt3FdDVt5Oc,,@kmg_shellyp
BrittanyGsProduction,1,14,,,,,
Snooktheindigo,1,10,www.bandlab.com/snooktheindigo,www.facebook.com/snooktheindigo,www.instagram.com/snooktheindigo,www.youtube.com/Snooktheindigo,
Rachi Lyfe Ent.,1,6,Rachilyfe.com,Www.facebook.com/Rachilyfe,Www.instagram.com/rachilyfe,Www.youtube.com/Rachilyfe,@rachilyfe
Donnie D,3,21,https://soundcloud.com/d2chill,,instagram.com/d2chill_,https://www.youtube.com/channel/UCwa3VurlFtT1kn6Hrl03tAQ,
Madam,0,0,,,Www.instagram.com/215_madam,https://youtu.be/QET8HqG1zSA,@215_madam
Versatile,1,4,,https://www.facebook.com/frederickbotten,https://www.instagram.com/versatile313/,https://www.youtube.com/channel/UCIG-qYfnCUJC662fYnNhZKw,@versatile313
Landin Michaels ,0,0,,www.facebook.com/landin.michaels,www.instagram.com/landin.michaels,,@landinmichaels
Lil yD,1,5,https://yupyupinnovators.webnode.com/,,,,@YupYup_yD
Bradley Johnson,2,8,,,,https://youtu.be/BLWQqeV3aQ0,
yehtrow lyn,2,17,,www.facebook.com/yehtrow,www.instagram.com/yehtrow_lyn,,@eagle_of_rich
Vikrant Muthusamy,0,0,www.vikrantmuthusamy.com,https://www.facebook.com/evoaura/,https://www.instagram.com/vikrantmuthusamy/,https://www.youtube.com/channel/UC2zWaVgyRR2FdN2diMGAAJg,@VikMuthusamy
Graphik,3,35,www.graphikmusic.com,https://www.facebook.com/graphikla,https://www.instagram.com/graphikla/,https://www.youtube.com/channel/UClU8YX1zFsPXxcQfLfwIJdg?view_as=subscriber,@graphikla
Kira Sass,1,5,,,,,
Roddy Scheer,10,81,http://roddyscheer.com/music/,https://www.facebook.com/RoddyScheerMusic/,,,
Shawn Kichta,0,0,www.kichta.com,https://www.facebook.com/shawnkichta/,,,
Rocking Chairs Rhythm Revue,4,21,www.rockingchairsrr.com,https://www.facebook.com/rockingchairsrhythmrevue,,,
Darrin Wayne,1,0,www.DarrinWayne.com,Darrin Wayne@darrinwaynemusic,darrin_wayne,Darrin Wayne,Darrin Wayne@DarrinWayne
Greg Dent,2,6,,,,,
Max,0,0,,,www.instagran.com/maxcherryy,,
J-Terror,0,0,www.reverbnation.com/jterror2,www.facebook.com/jterror414,www.instagram.com/@_jterror,,@jterror_hayes
Russell Weller,0,0,https://l.instagram.com/?u=http%3A%2F%2Fthirtyonerecords.com%2Frussell-weller&e=ATOzv7Uaqe72Po9-WKsGAfXSv7DUp3R7uKY2n2NLxZgYf4ElXAkTR6NwCLMYXbroJcDzE31CILmGuFIV,,https://www.instagram.com/russell.weller/,,
Detroit Johnny Strings,0,0,,,,,
F & R Music Project,0,0,frmusiproject.com,https://www.facebook.com/frmusicproject/,https://www.instagram.com/frmusicproject/,,https://twitter.com/FRmusicproject
Mitch kazaka,0,0,Youtube,,,Mitch kazaka,Mitch kazaka
Rep,7,48,http://www.tbhministries.org/,https://www.facebook.com/REPM516/,https://www.instagram.com/repm516/,https://www.youtube.com/channel/UCkNrfwz68ePEa9SF9Q86KOw?view_as=subscriber,@repm516
Russo Binks,1,4,www.soundcloud.com/russobinks,,www.instagram.com/russobinks,https://www.youtube.com/channel/UCBRMMu0w2xMOx5jVsKdCcXA?view_as=subscriber,
A&J,2,0,,www.facebook.com/anjtxauthentic,www.instagram.com/anjtxauthenticacg,www.youtube.com/AJProductionsANJTXAUTHENTIC,@anjtxauthentic
Morton Lancaster,4,29,www.reverbnation.com/mortonlancaster,www.facebook.com/mortonlancaster,www.instagram.com/mortonlancaster,www.youtube.com/mortonlancaster,@mortonlancaster
Jackson KG,2,13,soundcloud.com/jackson_kg,,,https://www.youtube.com/channel/UCC9wWMejFBa2VP7stfMrvow,
Wendell,3,21,,https://www.facebook.com/WendellTheSongwriter/,,,
Geek$quad,1,0,,www.facebook.com/geeksquad785,www.instagram.com/geeksquad785,https://www.youtube.com/channel/UCD3htdhfBtdaMk70rhWosZA,@Way2geekedent
Prophet,0,0,,,,,
Flloyd Kennedy,2,1,www.flloydkennedy.com,www.facebook.com/flloydpk,,www.youtube.com/flloyd2010,@flloydpk
Makenna Rose ,0,0,,,,,
A.Santiago,2,10,www.silkcitypro.com,https://www.facebook.com/theartistsantiago/,https://www.instagram.com/silkcitypro/,https://www.youtube.com/user/primetimeelcapitan,@silkcitypro
King CGR,3,10,,https://www.facebook.com/KingCGR47yf3/,www.instagram.com/kingcgr47yf3,,@kingcgr47yf3
K.T. The O,18,122,www.reverbnation.com/ktakatheo,www.facebook.com/ktakatheo,www.instagram.com/ktakatheo,www.youtube.com/ktakatheo,@ktakatheo
Sankarshan Das,1,8,www.turnontheworld.com,,,,
Highway 13,6,13,http://www.pitt.edu/~blair1/highway13/index.html,,,,
Val Leventhal,0,0,www.valleventhal.com,val leventhal,,www.youtube.com/results?search_query=val+leventhal,
Herm D,5,14,www.reverbnation.com/hermd,https://www.facebook.com/Herm-D-104596149638883/,,,https://twitter.com/herm_d
BreakingTrail,1,14,https://soundcloud.com/breaking_trail,https://www.facebook.com/breakingtrailband/,https://www.instagram.com/breakingtrailband/,,
Tanisha Salary,0,0,,https://www.facebook.com/TanishaSalaryMusic/,https://www.instagram.com/tanisha.salary.music,,@TSalaryMusic
The Signal.,1,9,,,,,
SURILEE,0,0,www.surilee.com,www.facebook.com/surileemusic,www.instagram.com/surileemusic,www.youtube.com/surileemusic,@surileemusic
Skye St. Rose,0,0,,,www.insatgram.com/skyestrose,,
Kenney,3,17,,,,https://www.youtube.com/channel/UCAKDafkgT-rOzyAkaPyk7YQ?view_as=subscriber,
Brian Grey,1,10,,,www.instagram.com/thegreywithin,,
Aubrey Burchell,2,9,www.aubreyburchell.com,https://www.facebook.com/AubreyBurchellMusic/,https://www.instagram.com/aubzsingz/,https://www.youtube.com/user/dyptheriashell,@_aubreyburchell
RAYMOND FRANCIS WILDEY,0,0,,,,,
Naya Zeta,1,7,,,https://www.instagram.com/naya_notyou/?hl=en,https://www.youtube.com/channel/UCEi1GUw75MezV-0pPnoJYhw,
Cali's SilverTongue,11,51,www.CaliSilverTongueMusic.com,www.facebook.com/profile.php?id=100022604355965,Www.Instagram.com/Calisilvertongue,Www.Youtube.com/calisilvertongue,@calsilvertongue
6 Deep The Messenger,3,29,,www.facebook.com/6deepthemessenger,www.instagram.com/emuied,youtube.com/c/ElijahHMuied,@emuied
Sunny Jackson,5,50,http://artistecard.com/NEPrairieFireBand,https://www.facebook.com/NEPrairieFire,,,@NEPrairieFire
Superbig ,0,0,superbig.us,https://www.facebook.com/SuperbigOfficial/,instagram.com/superbigofficial,youtube.com/superbigofficial ,@superbigmusic 
Dolce Gano,1,4,www.dolce gano.com,www.facebook.com/dolce.ganna,www.instagram.com/313rd_motown_mayor_,www.youtube.com/dolce gano,@DgGano
Minus 1,1,1,,https://www.facebook.com/Minus1LiveMusic/,https://www.instagram.com/minus1_livemusic/,,
Richie Marietta and the Ole Lady,0,0,,Richard Marietta     Kimberly Lawrence (separate accounts),Dadgadist2,Rich Marietta.     https://www.youtube.com/user/dadgadist,
Flawless Solace,2,21,https://songtradr.com/user/profile/mdallasw,www.facebook.com/flawlesssolace,www.instagram.com/flawlesssolace,,@mdallasw
